# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ANC_00408	GENE_ANC_00408	TRANSCRIPT_ANC_00408	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00409	GENE_ANC_00409	TRANSCRIPT_ANC_00409	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00410	GENE_ANC_00410	TRANSCRIPT_ANC_00410	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00411	GENE_ANC_00411	TRANSCRIPT_ANC_00411	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00412	GENE_ANC_00412	TRANSCRIPT_ANC_00412	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00413	GENE_ANC_00413	TRANSCRIPT_ANC_00413	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00424	GENE_ANC_00424	TRANSCRIPT_ANC_00424	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00425	GENE_ANC_00425	TRANSCRIPT_ANC_00425	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00426	GENE_ANC_00426	TRANSCRIPT_ANC_00426	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00427	GENE_ANC_00427	TRANSCRIPT_ANC_00427	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00428	GENE_ANC_00428	TRANSCRIPT_ANC_00428	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00429	GENE_ANC_00429	TRANSCRIPT_ANC_00429	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00430	GENE_ANC_00430	TRANSCRIPT_ANC_00430	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00431	GENE_ANC_00431	TRANSCRIPT_ANC_00431	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00432	GENE_ANC_00432	TRANSCRIPT_ANC_00432	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00433	GENE_ANC_00433	TRANSCRIPT_ANC_00433	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00434	GENE_ANC_00434	TRANSCRIPT_ANC_00434	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00435	GENE_ANC_00435	TRANSCRIPT_ANC_00435	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00436	GENE_ANC_00436	TRANSCRIPT_ANC_00436	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00437	GENE_ANC_00437	TRANSCRIPT_ANC_00437	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00438	GENE_ANC_00438	TRANSCRIPT_ANC_00438	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00439	GENE_ANC_00439	TRANSCRIPT_ANC_00439	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00463	GENE_ANC_00463	TRANSCRIPT_ANC_00463	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00464	GENE_ANC_00464	TRANSCRIPT_ANC_00464	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00465	GENE_ANC_00465	TRANSCRIPT_ANC_00465	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00466	GENE_ANC_00466	TRANSCRIPT_ANC_00466	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00467	GENE_ANC_00467	TRANSCRIPT_ANC_00467	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_00468	GENE_ANC_00468	TRANSCRIPT_ANC_00468	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00469	GENE_ANC_00469	TRANSCRIPT_ANC_00469	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00470	GENE_ANC_00470	TRANSCRIPT_ANC_00470	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00471	GENE_ANC_00471	TRANSCRIPT_ANC_00471	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00472	GENE_ANC_00472	TRANSCRIPT_ANC_00472	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00490	GENE_ANC_00490	TRANSCRIPT_ANC_00490	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00491	GENE_ANC_00491	TRANSCRIPT_ANC_00491	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00492	GENE_ANC_00492	TRANSCRIPT_ANC_00492	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00493	GENE_ANC_00493	TRANSCRIPT_ANC_00493	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00494	GENE_ANC_00494	TRANSCRIPT_ANC_00494	protein_coding	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	1024
ANC_00495	GENE_ANC_00495	TRANSCRIPT_ANC_00495	protein_coding	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	1024
ANC_00496	GENE_ANC_00496	TRANSCRIPT_ANC_00496	protein_coding	0	0	0	1024	0	0	0	1024	0	0	0	0	0	0	0	0	0
ANC_00497	GENE_ANC_00497	TRANSCRIPT_ANC_00497	protein_coding	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	1024
ANC_00498	GENE_ANC_00498	TRANSCRIPT_ANC_00498	protein_coding	0	0	0	1024	0	0	0	1024	0	0	0	0	0	0	0	0	0
ANC_00499	GENE_ANC_00499	TRANSCRIPT_ANC_00499	protein_coding	1024	0	0	0	0	0	0	0	1024	0	0	0	0	0	0	0	0
ANC_00500	GENE_ANC_00500	TRANSCRIPT_ANC_00500	protein_coding	1024	0	0	0	0	0	0	0	1024	0	0	0	0	0	0	0	0
ANC_00501	GENE_ANC_00501	TRANSCRIPT_ANC_00501	protein_coding	0	0	0	1026	0	0	0	2	0	0	0	0	0	0	0	0	1024
ANC_00502	GENE_ANC_00502	TRANSCRIPT_ANC_00502	protein_coding	0	0	0	1026	0	0	0	2	0	0	0	0	0	0	0	0	1024
ANC_00503	GENE_ANC_00503	TRANSCRIPT_ANC_00503	protein_coding	0	0	0	1026	0	0	0	2	0	0	0	0	0	0	0	0	1024
ANC_00504	GENE_ANC_00504	TRANSCRIPT_ANC_00504	protein_coding	0	0	0	1026	0	0	0	1024	0	0	0	0	0	0	0	0	2
ANC_00505	GENE_ANC_00505	TRANSCRIPT_ANC_00505	protein_coding	0	0	0	1051	0	0	0	1024	0	0	0	0	0	0	0	0	27
ANC_00506	GENE_ANC_00506	TRANSCRIPT_ANC_00506	protein_coding	0	1	0	26	0	0	0	1	0	0	0	0	0	0	0	1	25
ANC_00507	GENE_ANC_00507	TRANSCRIPT_ANC_00507	protein_coding	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	25
ANC_00508	GENE_ANC_00508	TRANSCRIPT_ANC_00508	protein_coding	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	25
ANC_00509	GENE_ANC_00509	TRANSCRIPT_ANC_00509	protein_coding	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	25
ANC_00510	GENE_ANC_00510	TRANSCRIPT_ANC_00510	protein_coding	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	25
ANC_00511	GENE_ANC_00511	TRANSCRIPT_ANC_00511	protein_coding	0	16	9	2	0	0	0	2	0	9	0	0	0	0	0	16	0
ANC_00512	GENE_ANC_00512	TRANSCRIPT_ANC_00512	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0
ANC_00513	GENE_ANC_00513	TRANSCRIPT_ANC_00513	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0
ANC_00514	GENE_ANC_00514	TRANSCRIPT_ANC_00514	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0
ANC_00515	GENE_ANC_00515	TRANSCRIPT_ANC_00515	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0
ANC_00516	GENE_ANC_00516	TRANSCRIPT_ANC_00516	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	25
ANC_00517	GENE_ANC_00517	TRANSCRIPT_ANC_00517	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00550	GENE_ANC_00550	TRANSCRIPT_ANC_00550	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
ANC_00551	GENE_ANC_00551	TRANSCRIPT_ANC_00551	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00552	GENE_ANC_00552	TRANSCRIPT_ANC_00552	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00553	GENE_ANC_00553	TRANSCRIPT_ANC_00553	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00554	GENE_ANC_00554	TRANSCRIPT_ANC_00554	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00561	GENE_ANC_00561	TRANSCRIPT_ANC_00561	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00562	GENE_ANC_00562	TRANSCRIPT_ANC_00562	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00563	GENE_ANC_00563	TRANSCRIPT_ANC_00563	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00564	GENE_ANC_00564	TRANSCRIPT_ANC_00564	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00565	GENE_ANC_00565	TRANSCRIPT_ANC_00565	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00566	GENE_ANC_00566	TRANSCRIPT_ANC_00566	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_00567	GENE_ANC_00567	TRANSCRIPT_ANC_00567	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00568	GENE_ANC_00568	TRANSCRIPT_ANC_00568	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00569	GENE_ANC_00569	TRANSCRIPT_ANC_00569	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00595	GENE_ANC_00595	TRANSCRIPT_ANC_00595	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_00596	GENE_ANC_00596	TRANSCRIPT_ANC_00596	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_00597	GENE_ANC_00597	TRANSCRIPT_ANC_00597	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_00598	GENE_ANC_00598	TRANSCRIPT_ANC_00598	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_00599	GENE_ANC_00599	TRANSCRIPT_ANC_00599	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_00600	GENE_ANC_00600	TRANSCRIPT_ANC_00600	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_00601	GENE_ANC_00601	TRANSCRIPT_ANC_00601	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
ANC_00602	GENE_ANC_00602	TRANSCRIPT_ANC_00602	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00603	GENE_ANC_00603	TRANSCRIPT_ANC_00603	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00604	GENE_ANC_00604	TRANSCRIPT_ANC_00604	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00605	GENE_ANC_00605	TRANSCRIPT_ANC_00605	protein_coding	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1
ANC_00606	GENE_ANC_00606	TRANSCRIPT_ANC_00606	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
ANC_00607	GENE_ANC_00607	TRANSCRIPT_ANC_00607	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00608	GENE_ANC_00608	TRANSCRIPT_ANC_00608	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00609	GENE_ANC_00609	TRANSCRIPT_ANC_00609	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00610	GENE_ANC_00610	TRANSCRIPT_ANC_00610	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00611	GENE_ANC_00611	TRANSCRIPT_ANC_00611	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ANC_00612	GENE_ANC_00612	TRANSCRIPT_ANC_00612	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00613	GENE_ANC_00613	TRANSCRIPT_ANC_00613	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00614	GENE_ANC_00614	TRANSCRIPT_ANC_00614	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00615	GENE_ANC_00615	TRANSCRIPT_ANC_00615	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00616	GENE_ANC_00616	TRANSCRIPT_ANC_00616	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00617	GENE_ANC_00617	TRANSCRIPT_ANC_00617	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_00618	GENE_ANC_00618	TRANSCRIPT_ANC_00618	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00619	GENE_ANC_00619	TRANSCRIPT_ANC_00619	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00620	GENE_ANC_00620	TRANSCRIPT_ANC_00620	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00621	GENE_ANC_00621	TRANSCRIPT_ANC_00621	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00622	GENE_ANC_00622	TRANSCRIPT_ANC_00622	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00635	GENE_ANC_00635	TRANSCRIPT_ANC_00635	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00636	GENE_ANC_00636	TRANSCRIPT_ANC_00636	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00637	GENE_ANC_00637	TRANSCRIPT_ANC_00637	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00638	GENE_ANC_00638	TRANSCRIPT_ANC_00638	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00639	GENE_ANC_00639	TRANSCRIPT_ANC_00639	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
ANC_00640	GENE_ANC_00640	TRANSCRIPT_ANC_00640	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00641	GENE_ANC_00641	TRANSCRIPT_ANC_00641	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00642	GENE_ANC_00642	TRANSCRIPT_ANC_00642	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00643	GENE_ANC_00643	TRANSCRIPT_ANC_00643	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00644	GENE_ANC_00644	TRANSCRIPT_ANC_00644	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00645	GENE_ANC_00645	TRANSCRIPT_ANC_00645	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
ANC_00646	GENE_ANC_00646	TRANSCRIPT_ANC_00646	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
ANC_00647	GENE_ANC_00647	TRANSCRIPT_ANC_00647	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	1
ANC_00648	GENE_ANC_00648	TRANSCRIPT_ANC_00648	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00692	GENE_ANC_00692	TRANSCRIPT_ANC_00692	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00693	GENE_ANC_00693	TRANSCRIPT_ANC_00693	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00694	GENE_ANC_00694	TRANSCRIPT_ANC_00694	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00695	GENE_ANC_00695	TRANSCRIPT_ANC_00695	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00696	GENE_ANC_00696	TRANSCRIPT_ANC_00696	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANC_00697	GENE_ANC_00697	TRANSCRIPT_ANC_00697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00698	GENE_ANC_00698	TRANSCRIPT_ANC_00698	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00699	GENE_ANC_00699	TRANSCRIPT_ANC_00699	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00700	GENE_ANC_00700	TRANSCRIPT_ANC_00700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00709	GENE_ANC_00709	TRANSCRIPT_ANC_00709	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00710	GENE_ANC_00710	TRANSCRIPT_ANC_00710	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00711	GENE_ANC_00711	TRANSCRIPT_ANC_00711	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00712	GENE_ANC_00712	TRANSCRIPT_ANC_00712	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00713	GENE_ANC_00713	TRANSCRIPT_ANC_00713	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00714	GENE_ANC_00714	TRANSCRIPT_ANC_00714	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00715	GENE_ANC_00715	TRANSCRIPT_ANC_00715	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_00716	GENE_ANC_00716	TRANSCRIPT_ANC_00716	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00717	GENE_ANC_00717	TRANSCRIPT_ANC_00717	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00718	GENE_ANC_00718	TRANSCRIPT_ANC_00718	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00719	GENE_ANC_00719	TRANSCRIPT_ANC_00719	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00720	GENE_ANC_00720	TRANSCRIPT_ANC_00720	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00721	GENE_ANC_00721	TRANSCRIPT_ANC_00721	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00722	GENE_ANC_00722	TRANSCRIPT_ANC_00722	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00723	GENE_ANC_00723	TRANSCRIPT_ANC_00723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00724	GENE_ANC_00724	TRANSCRIPT_ANC_00724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00725	GENE_ANC_00725	TRANSCRIPT_ANC_00725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00726	GENE_ANC_00726	TRANSCRIPT_ANC_00726	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00727	GENE_ANC_00727	TRANSCRIPT_ANC_00727	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00728	GENE_ANC_00728	TRANSCRIPT_ANC_00728	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ANC_00729	GENE_ANC_00729	TRANSCRIPT_ANC_00729	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00730	GENE_ANC_00730	TRANSCRIPT_ANC_00730	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00731	GENE_ANC_00731	TRANSCRIPT_ANC_00731	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00732	GENE_ANC_00732	TRANSCRIPT_ANC_00732	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00733	GENE_ANC_00733	TRANSCRIPT_ANC_00733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00734	GENE_ANC_00734	TRANSCRIPT_ANC_00734	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00742	GENE_ANC_00742	TRANSCRIPT_ANC_00742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00743	GENE_ANC_00743	TRANSCRIPT_ANC_00743	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00744	GENE_ANC_00744	TRANSCRIPT_ANC_00744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00745	GENE_ANC_00745	TRANSCRIPT_ANC_00745	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_00746	GENE_ANC_00746	TRANSCRIPT_ANC_00746	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00747	GENE_ANC_00747	TRANSCRIPT_ANC_00747	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00748	GENE_ANC_00748	TRANSCRIPT_ANC_00748	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
ANC_00749	GENE_ANC_00749	TRANSCRIPT_ANC_00749	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
ANC_00750	GENE_ANC_00750	TRANSCRIPT_ANC_00750	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
ANC_00751	GENE_ANC_00751	TRANSCRIPT_ANC_00751	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
ANC_00752	GENE_ANC_00752	TRANSCRIPT_ANC_00752	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANC_00753	GENE_ANC_00753	TRANSCRIPT_ANC_00753	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ANC_00754	GENE_ANC_00754	TRANSCRIPT_ANC_00754	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00755	GENE_ANC_00755	TRANSCRIPT_ANC_00755	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00756	GENE_ANC_00756	TRANSCRIPT_ANC_00756	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00757	GENE_ANC_00757	TRANSCRIPT_ANC_00757	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_00758	GENE_ANC_00758	TRANSCRIPT_ANC_00758	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00759	GENE_ANC_00759	TRANSCRIPT_ANC_00759	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00760	GENE_ANC_00760	TRANSCRIPT_ANC_00760	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00761	GENE_ANC_00761	TRANSCRIPT_ANC_00761	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00777	GENE_ANC_00777	TRANSCRIPT_ANC_00777	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANC_00778	null.6	ANC_00778	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00779	GENE_ANC_00779	TRANSCRIPT_ANC_00779	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00780	GENE_ANC_00780	TRANSCRIPT_ANC_00780	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00781	GENE_ANC_00781	TRANSCRIPT_ANC_00781	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ANC_00782	GENE_ANC_00782	TRANSCRIPT_ANC_00782	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ANC_00783	GENE_ANC_00783	TRANSCRIPT_ANC_00783	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
ANC_00784	GENE_ANC_00784	TRANSCRIPT_ANC_00784	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
ANC_00785	GENE_ANC_00785	TRANSCRIPT_ANC_00785	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_00786	GENE_ANC_00786	TRANSCRIPT_ANC_00786	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ANC_00787	GENE_ANC_00787	TRANSCRIPT_ANC_00787	protein_coding	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
